txt_index,hf_index,match_method,match_score,txt_source_sha256,hf_source_sha256
144,280,exact,1.0,095f4e8207ce4a796ed035617974645a68781502abcbfcff476fd5c2c1f0c223,095f4e8207ce4a796ed035617974645a68781502abcbfcff476fd5c2c1f0c223
145,439,exact,1.0,33a21cfbb2f2c368a2c883d98866e83402da4c694c0edfde7760408f0a15a481,33a21cfbb2f2c368a2c883d98866e83402da4c694c0edfde7760408f0a15a481
146,277,exact,1.0,e9773edd3731832147c33891bcca9c5913b05de5487161ea48192e455a034b5f,e9773edd3731832147c33891bcca9c5913b05de5487161ea48192e455a034b5f
147,525,exact,1.0,8cc80385c1e1ea435fff66d71088a719ea89bf723e269a8e7d8a4ad205c1a920,8cc80385c1e1ea435fff66d71088a719ea89bf723e269a8e7d8a4ad205c1a920
148,35,exact,1.0,14f686207265017050c3e3b39445fa1dbbb3d8b8bc65866b6c753dc21a464eff,14f686207265017050c3e3b39445fa1dbbb3d8b8bc65866b6c753dc21a464eff
149,575,exact,1.0,022c141fe43dc302032c8c5f2ff2da72e902db653cee4109d41b21b09e827c81,022c141fe43dc302032c8c5f2ff2da72e902db653cee4109d41b21b09e827c81
150,580,exact,1.0,bbf7948e48d061b5fb48c06301b751bac99f47742b044ec5a8280ed787b56d47,bbf7948e48d061b5fb48c06301b751bac99f47742b044ec5a8280ed787b56d47
151,240,exact,1.0,6ff169218df5dd91f20fab1deefaf2ca78c7e3967e4af321cae68f5ea637c8f9,6ff169218df5dd91f20fab1deefaf2ca78c7e3967e4af321cae68f5ea637c8f9
152,441,exact,1.0,c4e380e8720444c64725b8d58d1c9337813f7d386cd223605223e19a88a27410,c4e380e8720444c64725b8d58d1c9337813f7d386cd223605223e19a88a27410
153,195,exact,1.0,afd460b9fe099ff95da1e5aecaaf5a6f92e547cf15056d2540444347cbb4d464,afd460b9fe099ff95da1e5aecaaf5a6f92e547cf15056d2540444347cbb4d464
154,179,exact,1.0,aad8f72ddc6a7196c238340bef8eea0668b927e6c33f0e133f5183ff8fafc304,aad8f72ddc6a7196c238340bef8eea0668b927e6c33f0e133f5183ff8fafc304
155,585,exact,1.0,2ebcaa2c0a2214b4efe4e6710828200da7b187d231e3bb56d7598edd2bb91860,2ebcaa2c0a2214b4efe4e6710828200da7b187d231e3bb56d7598edd2bb91860
156,116,exact,1.0,ebd1efc9621b66baa179180050241270744c40150a61d347292c9a3eb1cc4e03,ebd1efc9621b66baa179180050241270744c40150a61d347292c9a3eb1cc4e03
157,298,exact,1.0,91bbb8150f7f71dce4d62fec376010a143a721ca3dc53c11300944a333a6c8ac,91bbb8150f7f71dce4d62fec376010a143a721ca3dc53c11300944a333a6c8ac
158,531,exact,1.0,02ee82c5fcf555d36e480a76f5ba15c26fe0e889e2eccacb0a94e64332b60be6,02ee82c5fcf555d36e480a76f5ba15c26fe0e889e2eccacb0a94e64332b60be6
159,340,exact,1.0,1ccd679c3b9b32c4bacbe96d3c1b04f26da138d0a04d12318a2d966b849816d5,1ccd679c3b9b32c4bacbe96d3c1b04f26da138d0a04d12318a2d966b849816d5
160,37,exact,1.0,ad33a77d05f8c9bd66ed4419654bad2df1c95429bb786fa870ebeb239bc5135d,ad33a77d05f8c9bd66ed4419654bad2df1c95429bb786fa870ebeb239bc5135d
161,590,exact,1.0,ef817a96ccabcf41ee9c5761a360eb8f29d523980ee491fb1bca94281a30640c,ef817a96ccabcf41ee9c5761a360eb8f29d523980ee491fb1bca94281a30640c
162,197,exact,1.0,a796324576d3abd9be45d83fea5e29c8afa1b3f06ee359136e53cc9da6e01249,a796324576d3abd9be45d83fea5e29c8afa1b3f06ee359136e53cc9da6e01249
163,41,exact,1.0,4bac07e20e644c10b11eb816329238002daf96a28c7540fe2664e84eb017b233,4bac07e20e644c10b11eb816329238002daf96a28c7540fe2664e84eb017b233
164,586,exact,1.0,d434c4d0c91857a8de4c9f2f19ab3fa03152fdc7aa5be5db292058762658da4c,d434c4d0c91857a8de4c9f2f19ab3fa03152fdc7aa5be5db292058762658da4c
165,114,exact,1.0,6195726379bf0181474a82015684999736a31cc7d5c8b5077a5eeabe67918744,6195726379bf0181474a82015684999736a31cc7d5c8b5077a5eeabe67918744
166,419,exact,1.0,2cfdef851a4d87a32b1f3c86d45a9c4720a04b9a5ecf23c6a27007464145f4bd,2cfdef851a4d87a32b1f3c86d45a9c4720a04b9a5ecf23c6a27007464145f4bd
167,59,exact,1.0,35dacebb7d3e487c57ef1ba8b14c4c748a46b9668ffeacbf73c8f355fa07d438,35dacebb7d3e487c57ef1ba8b14c4c748a46b9668ffeacbf73c8f355fa07d438
168,487,exact,1.0,d753f56f046115df2c0377a997fc3e5626e28202b2587a8a051a277cfbff5250,d753f56f046115df2c0377a997fc3e5626e28202b2587a8a051a277cfbff5250
169,132,exact,1.0,eec923d1c6a8dcc0e61e4b48ed4e51e77252c3cd8b37e1557c1099f5105fb177,eec923d1c6a8dcc0e61e4b48ed4e51e77252c3cd8b37e1557c1099f5105fb177
170,350,exact,1.0,97d0c1245f40a3ce785dd0878276f349ba277fd8ee4c4dee94dc5dfa6c15d798,97d0c1245f40a3ce785dd0878276f349ba277fd8ee4c4dee94dc5dfa6c15d798
171,124,exact,1.0,7eea8e74036de854f30e4327ee608d290359286a5df814f9c5637fc2ce5269fe,7eea8e74036de854f30e4327ee608d290359286a5df814f9c5637fc2ce5269fe
172,50,exact,1.0,c8fdc9252262a54c89550ef155d4e3ee702c90e792d00239588742dcbf2fd386,c8fdc9252262a54c89550ef155d4e3ee702c90e792d00239588742dcbf2fd386
173,265,exact,1.0,c87fe894eb2f2d2d2b6be16cedba3c04f8b5e20a14354428b319fa0a937216b5,c87fe894eb2f2d2d2b6be16cedba3c04f8b5e20a14354428b319fa0a937216b5
174,168,exact,1.0,8b09d26bbed340c0769685158b7f484f2c1a315ed6c7143136e768c2f6072f9a,8b09d26bbed340c0769685158b7f484f2c1a315ed6c7143136e768c2f6072f9a
175,84,exact,1.0,1e8dd48847459b6b1b32c232da71c83d7dfcb4591368c068a04de4a7f8891d63,1e8dd48847459b6b1b32c232da71c83d7dfcb4591368c068a04de4a7f8891d63
176,104,exact,1.0,28afee10d5385c8e131c6db06bbb048d7478c0fb9ea6c39be9232b733862b7c4,28afee10d5385c8e131c6db06bbb048d7478c0fb9ea6c39be9232b733862b7c4
177,8,exact,1.0,67e8ad5d1d0c444aea33d0624d202a4a3c6635fd031bb8f8db6f205eaef30e1f,67e8ad5d1d0c444aea33d0624d202a4a3c6635fd031bb8f8db6f205eaef30e1f
178,223,exact,1.0,15fc74f559b6f5c441a1ae4004c29483e15e967cb1c1d38fd2564f2f738714aa,15fc74f559b6f5c441a1ae4004c29483e15e967cb1c1d38fd2564f2f738714aa
179,541,exact,1.0,89d6e0f4277183c1a3dac94dcd879d826a2435aa4b64a8810bac2ac1d8513c3c,89d6e0f4277183c1a3dac94dcd879d826a2435aa4b64a8810bac2ac1d8513c3c
180,112,exact,1.0,5b7e754ead2cc59695e26e3af735bd135914dc903b1601c3f72d5f8bb10a3432,5b7e754ead2cc59695e26e3af735bd135914dc903b1601c3f72d5f8bb10a3432
181,426,exact,1.0,24936ea704d226397b80dae19d6c72a9259bea2966b7469dd0edafd3da86fffe,24936ea704d226397b80dae19d6c72a9259bea2966b7469dd0edafd3da86fffe
182,221,exact,1.0,85829bbf59ae6b25bd42a5a3f0503e9c30324a374f3bae9277983217478a7e5d,85829bbf59ae6b25bd42a5a3f0503e9c30324a374f3bae9277983217478a7e5d
183,71,exact,1.0,9be1ffb7cdd33f587e866843c237c85c0becc328292c13a838f8f3f6bd158946,9be1ffb7cdd33f587e866843c237c85c0becc328292c13a838f8f3f6bd158946
184,429,exact,1.0,44a544e438dab3c194aa118106bea64c862c5059197da5c4de8ae3eb3afe1edd,44a544e438dab3c194aa118106bea64c862c5059197da5c4de8ae3eb3afe1edd
185,230,exact,1.0,d305cb469dbf8674c20db943efd6cb5129a77d1a9edf3ea60a028b7b8b73875d,d305cb469dbf8674c20db943efd6cb5129a77d1a9edf3ea60a028b7b8b73875d
186,323,exact,1.0,c2193463f804aa861479a496baa2a445c271fb3bcbe4bc165cc5f59dd013135c,c2193463f804aa861479a496baa2a445c271fb3bcbe4bc165cc5f59dd013135c
187,504,exact,1.0,8ed10c8f613056b640cca3a43ee41d562774967088dc70285e7de3ad75d6e3b9,8ed10c8f613056b640cca3a43ee41d562774967088dc70285e7de3ad75d6e3b9
188,532,exact,1.0,d069ca3feb55207f4525853faa633af895cb5b4a2aaf449c965e41dcfbf00183,d069ca3feb55207f4525853faa633af895cb5b4a2aaf449c965e41dcfbf00183
189,139,exact,1.0,b4bb243c5fa231372617e2000442e7c2726600c89f80645dc43de0c068bedade,b4bb243c5fa231372617e2000442e7c2726600c89f80645dc43de0c068bedade
190,181,exact,1.0,eeb806dbd1108c071d8f841543d0661b6217312255495e1e0aff0f90ecb50df4,eeb806dbd1108c071d8f841543d0661b6217312255495e1e0aff0f90ecb50df4
191,11,exact,1.0,b98f266aa12bac9fe6c07869c137432ae08ef2732ded036b9fcd904024a221d5,b98f266aa12bac9fe6c07869c137432ae08ef2732ded036b9fcd904024a221d5
192,29,exact,1.0,9f0fe0a41af90954be617d12a39a73848826b9718cfb83465a455a69f72eb219,9f0fe0a41af90954be617d12a39a73848826b9718cfb83465a455a69f72eb219
193,103,exact,1.0,4a74e38dacbfa39f1b5ccefb3415536bd956366d855db899cdc82e95deb8612c,4a74e38dacbfa39f1b5ccefb3415536bd956366d855db899cdc82e95deb8612c
194,467,exact,1.0,0a2f6a3e4aa91230ca485113b7e622e35b5b3a2eb5b3fe51094023dcc1d6dd35,0a2f6a3e4aa91230ca485113b7e622e35b5b3a2eb5b3fe51094023dcc1d6dd35
195,303,exact,1.0,e2d8b90a77419cb5a690aa8287da8d40f8e3bca72bae5fd855827e74559c943e,e2d8b90a77419cb5a690aa8287da8d40f8e3bca72bae5fd855827e74559c943e
196,324,exact,1.0,630052cef78517393eb131b42943f9d3ec81b907abf046f54c4aa35a51468e74,630052cef78517393eb131b42943f9d3ec81b907abf046f54c4aa35a51468e74
197,157,exact,1.0,f4b8281c6ad80e004da76707fc048dc1c6912249deeaa909d66bf29d8dac4da0,f4b8281c6ad80e004da76707fc048dc1c6912249deeaa909d66bf29d8dac4da0
198,307,exact,1.0,3d4d23fac4bb8345abda636128907f21f6fe5410f0c4566d4fa1e6cd1cead88e,3d4d23fac4bb8345abda636128907f21f6fe5410f0c4566d4fa1e6cd1cead88e
199,514,exact,1.0,13ef4191b51c94cc0ed3e0266695add436f063123cf0db1a364ba0dc0cf1d5c2,13ef4191b51c94cc0ed3e0266695add436f063123cf0db1a364ba0dc0cf1d5c2
200,281,exact,1.0,8f770c5e1565018a77f440c6b2c6d912331eb41ef0836722d70f8b54fff57298,8f770c5e1565018a77f440c6b2c6d912331eb41ef0836722d70f8b54fff57298
201,583,exact,1.0,5f530c750ba925c6489547d391c3ccb89bc1749b11dfa2590f478da11f1a0916,5f530c750ba925c6489547d391c3ccb89bc1749b11dfa2590f478da11f1a0916
202,118,exact,1.0,a2621ceed6809c92c492b23df01fcd7f5e147f86f58186c8fbffd6a7e45ffa10,a2621ceed6809c92c492b23df01fcd7f5e147f86f58186c8fbffd6a7e45ffa10
203,131,exact,1.0,c9d89c52b4a0f07b98240c75e620f457189237e038a5073a74f127b07d5f4550,c9d89c52b4a0f07b98240c75e620f457189237e038a5073a74f127b07d5f4550
204,513,exact,1.0,f8001ab5da8041a8c2678f5c202fc3b83ebbea6850603e06055f6343d4bc11bf,f8001ab5da8041a8c2678f5c202fc3b83ebbea6850603e06055f6343d4bc11bf
205,416,exact,1.0,010a257fbe9c89768a2a3237d22e328e9d5a9098e71518c4fd6168666ff06689,010a257fbe9c89768a2a3237d22e328e9d5a9098e71518c4fd6168666ff06689
206,313,exact,1.0,41229eaa5cf7b454245099ca8d5fb1602a0785d486ce6854d4a977b4cd4a5be4,41229eaa5cf7b454245099ca8d5fb1602a0785d486ce6854d4a977b4cd4a5be4
207,553,exact,1.0,e3039985c4116d1d1ebc9124b62aa77708a070d97516f37ed8e46c9348c79be5,e3039985c4116d1d1ebc9124b62aa77708a070d97516f37ed8e46c9348c79be5
208,512,exact,1.0,a8cff16e735a2978ac443ab937d2028e673712ea71662c55f57d7b14726f9f51,a8cff16e735a2978ac443ab937d2028e673712ea71662c55f57d7b14726f9f51
209,171,exact,1.0,e27f353dce3b838095e1b90abd45a06be4a4b3ed629d906f63d101957db3ed0c,e27f353dce3b838095e1b90abd45a06be4a4b3ed629d906f63d101957db3ed0c
210,562,exact,1.0,50f6eb700884b2dfd3c7b2f1084f0e79ea105ce975b54ec87e351e0b03187467,50f6eb700884b2dfd3c7b2f1084f0e79ea105ce975b54ec87e351e0b03187467
211,447,exact,1.0,875de053e7e3fda403d71561d9f049c4f525797766d2d87cac03937b972a99b6,875de053e7e3fda403d71561d9f049c4f525797766d2d87cac03937b972a99b6
212,200,exact,1.0,f9abb95df55900efdb07ac0806ea11b7d07453b749341ebe9b362e9ec4e116c1,f9abb95df55900efdb07ac0806ea11b7d07453b749341ebe9b362e9ec4e116c1
213,268,exact,1.0,445eb4ad640155fa6cec7d17036ab35a0e326ac1a725f5a6cfb159f10a33fd99,445eb4ad640155fa6cec7d17036ab35a0e326ac1a725f5a6cfb159f10a33fd99
214,137,exact,1.0,89dde9d480c1b88053fde2f1cbb79a985f54dd7b46e1205d751ed57715745e13,89dde9d480c1b88053fde2f1cbb79a985f54dd7b46e1205d751ed57715745e13
215,472,exact,1.0,143675f657746697bf86855c85389e1995e88c3ac5e07dd2b3adaa76f6de2b62,143675f657746697bf86855c85389e1995e88c3ac5e07dd2b3adaa76f6de2b62
216,285,exact,1.0,9df4b022b410148c421595f82855ee078b084b9759786cc436d2d11600aff9f8,9df4b022b410148c421595f82855ee078b084b9759786cc436d2d11600aff9f8
217,316,exact,1.0,1c202a43b543dec93e89eedf9add5ebb4b3990bbf30dd2165b863068bb5ed7cc,1c202a43b543dec93e89eedf9add5ebb4b3990bbf30dd2165b863068bb5ed7cc
218,425,exact,1.0,482f18d4edc08d79b159d0f264e03fe744a557b62f0c17f3d34ff4f6ae887fd6,482f18d4edc08d79b159d0f264e03fe744a557b62f0c17f3d34ff4f6ae887fd6
219,367,exact,1.0,6e8d7bdc27123d8c016d6fe6338b7bfe83af40d15ddbbf191dca11c5e7b14f94,6e8d7bdc27123d8c016d6fe6338b7bfe83af40d15ddbbf191dca11c5e7b14f94
220,545,exact,1.0,a0582ac743f51ec2a5e7ec284640c214030f8e75127a0f4e6aaf96570f8bb4f4,a0582ac743f51ec2a5e7ec284640c214030f8e75127a0f4e6aaf96570f8bb4f4
221,515,exact,1.0,2a838331ea2294189dd956edcbb54e633a9d8f2e62a8e411ff44cb67a52f48f7,2a838331ea2294189dd956edcbb54e633a9d8f2e62a8e411ff44cb67a52f48f7
222,165,exact,1.0,44122440df8abc5c9d12f60752c6d94d7466c80fb521f83d24c287e0decae3f6,44122440df8abc5c9d12f60752c6d94d7466c80fb521f83d24c287e0decae3f6
223,96,exact,1.0,76f869b75a6f0bc3aa4a49ceffb101dcec365233c2e9e7d7957e96c5f0ef2e39,76f869b75a6f0bc3aa4a49ceffb101dcec365233c2e9e7d7957e96c5f0ef2e39
224,376,exact,1.0,dd95afe62a9fe5e9709101e2a218417da794bf07a1b4ba1aecb37b7ef2ea3c90,dd95afe62a9fe5e9709101e2a218417da794bf07a1b4ba1aecb37b7ef2ea3c90
225,482,exact,1.0,82f95e702f50ae1ac8112e6cd00ee4b238307f2ec881740aa87a6e8f58227fee,82f95e702f50ae1ac8112e6cd00ee4b238307f2ec881740aa87a6e8f58227fee
226,492,exact,1.0,ebcaac9722b3c98325040b487509f44869c97bb8e1bb91ce56dec082cc3ee3b9,ebcaac9722b3c98325040b487509f44869c97bb8e1bb91ce56dec082cc3ee3b9
227,134,exact,1.0,3c2bfbabad7fd39715fd8c01eeff904373827639d14027ae1e7d9b5057ba6efe,3c2bfbabad7fd39715fd8c01eeff904373827639d14027ae1e7d9b5057ba6efe
228,551,exact,1.0,5807199afb063201e3122062cec38fd93a760e26831e5e2d22f5c6f736e0f897,5807199afb063201e3122062cec38fd93a760e26831e5e2d22f5c6f736e0f897
229,256,exact,1.0,7dacdd2be804d266136aabd76cec0205c396002733f440eabd6b172f9859e54f,7dacdd2be804d266136aabd76cec0205c396002733f440eabd6b172f9859e54f
230,215,exact,1.0,9c08239ec1c05c797d8fbae4333b914598eb0e14957a67719c5d93df687179ec,9c08239ec1c05c797d8fbae4333b914598eb0e14957a67719c5d93df687179ec
231,510,exact,1.0,94d68c1902fc85350f17b3326a552e72a94b9a08e7d07e5ba3f629e20efe1279,94d68c1902fc85350f17b3326a552e72a94b9a08e7d07e5ba3f629e20efe1279
232,496,exact,1.0,f726ef98298cb2d2532c6da7b9f082657860636fb2c64d4e982a5b12debc8515,f726ef98298cb2d2532c6da7b9f082657860636fb2c64d4e982a5b12debc8515
233,413,exact,1.0,a99b2df60c4ece98221bfc09ba82dbf66d8418923ca851d27e2eec60f85666e1,a99b2df60c4ece98221bfc09ba82dbf66d8418923ca851d27e2eec60f85666e1
234,452,exact,1.0,c0c584ed7cd9a259ef1bc488b6329e6be5c8e46f7e75c9216026a1da287985b7,c0c584ed7cd9a259ef1bc488b6329e6be5c8e46f7e75c9216026a1da287985b7
235,349,exact,1.0,03597192e5b8ba1869a7cb0732be9cc85b49786295f5a9dc9b3a1c06d12f6014,03597192e5b8ba1869a7cb0732be9cc85b49786295f5a9dc9b3a1c06d12f6014
236,211,exact,1.0,715103f6e9c7157495043ce9db7e6192eb0b606cee12234d5ad42d6474e1b9d6,715103f6e9c7157495043ce9db7e6192eb0b606cee12234d5ad42d6474e1b9d6
237,321,exact,1.0,c2fe5ccf58b22475db1b07e266941feb342eceb9e946e429947eea18d19c6be7,c2fe5ccf58b22475db1b07e266941feb342eceb9e946e429947eea18d19c6be7
238,319,exact,1.0,4ea76bb7f2df6400b2db350aeb7b9c51c9b04a00ed7f562e85b19aae41291ce1,4ea76bb7f2df6400b2db350aeb7b9c51c9b04a00ed7f562e85b19aae41291ce1
239,243,exact,1.0,c03bc48238198ceac47957768d6e85a83651adc2960546479f89238c02402c11,c03bc48238198ceac47957768d6e85a83651adc2960546479f89238c02402c11
240,282,exact,1.0,a5f01d1f6d129e32c03654305312f084332d6a0a361ac8ef9fa78a5ac1671215,a5f01d1f6d129e32c03654305312f084332d6a0a361ac8ef9fa78a5ac1671215
241,100,exact,1.0,56930ab568306c29e7d7199102477f0f9368d1145ef5e223ed091a04743690c9,56930ab568306c29e7d7199102477f0f9368d1145ef5e223ed091a04743690c9
242,560,exact,1.0,11a1199fcda1f15215dbf1a0bfc3953d5e839ed798c4b4bdb7f7e1d375fcdc26,11a1199fcda1f15215dbf1a0bfc3953d5e839ed798c4b4bdb7f7e1d375fcdc26
243,4,exact,1.0,cfc2ab5d2d62a54a5a18eb9b827dc6004134b050fc84d0d2e79ab40e99e59080,cfc2ab5d2d62a54a5a18eb9b827dc6004134b050fc84d0d2e79ab40e99e59080
244,377,exact,1.0,64585d7b34126381cbaedb7068b9f53cd73c37c6a1cf94ee679f4b12a9c9ee8f,64585d7b34126381cbaedb7068b9f53cd73c37c6a1cf94ee679f4b12a9c9ee8f
245,597,exact,1.0,9d0b8f855efb4a0a6652d5d5b3bcd045c550e308690bd8afba871be9e5c8c8d6,9d0b8f855efb4a0a6652d5d5b3bcd045c550e308690bd8afba871be9e5c8c8d6
246,550,exact,1.0,4c67056d259c79bd6c79d906c0aabab208eb57499a79156a0fedf06921b7cdde,4c67056d259c79bd6c79d906c0aabab208eb57499a79156a0fedf06921b7cdde
247,33,exact,1.0,9e25510f2737b618f19e8246c27e382e061ea2ed4c08e3fc8fcb9ac74a26c505,9e25510f2737b618f19e8246c27e382e061ea2ed4c08e3fc8fcb9ac74a26c505
248,18,exact,1.0,60df7add5ffe178b16fbd93de940d1c73bdf6d2eb796dfbb7ed34fabe9ddcc92,60df7add5ffe178b16fbd93de940d1c73bdf6d2eb796dfbb7ed34fabe9ddcc92
249,48,exact,1.0,3aac7a4ea4b55cfde6490752a7fbb064069f4938df0f434e23de981cfb82e6f4,3aac7a4ea4b55cfde6490752a7fbb064069f4938df0f434e23de981cfb82e6f4
250,427,exact,1.0,26b41719a908b2a0d0dfc8f0a07e7910c691399602fb0d9158c18a1a343fc6e2,26b41719a908b2a0d0dfc8f0a07e7910c691399602fb0d9158c18a1a343fc6e2
251,390,exact,1.0,c0fb4886ac5340b6ff2f36b5599b47bb265f68350666203ccfdc43a0d226cbfc,c0fb4886ac5340b6ff2f36b5599b47bb265f68350666203ccfdc43a0d226cbfc
252,595,exact,1.0,1d8745342a2783e694798a9da76b42112f4fd7ed8108e4220271b02284e61197,1d8745342a2783e694798a9da76b42112f4fd7ed8108e4220271b02284e61197
253,22,exact,1.0,971c2587496d1a05910b50ca98aac7d7d61abc894d6c87a78e93b69c614fd235,971c2587496d1a05910b50ca98aac7d7d61abc894d6c87a78e93b69c614fd235
254,577,exact,1.0,42cbc74c3da78f98de3954598784a67bf824b7389ec379e0a77012a2c093e892,42cbc74c3da78f98de3954598784a67bf824b7389ec379e0a77012a2c093e892
255,434,exact,1.0,8690a7b060826f0e7753b260ec62e0b2568d6f981dddf438cec115863a70b8e8,8690a7b060826f0e7753b260ec62e0b2568d6f981dddf438cec115863a70b8e8
256,286,exact,1.0,29f4753f0367c3d3f975429eeaa21c69775836e387693c33e349f184d3f268f7,29f4753f0367c3d3f975429eeaa21c69775836e387693c33e349f184d3f268f7
257,336,exact,1.0,04ef8592bf3497ce46875cbf1b9e017611e8fcd8bc2b38bd4764a67cca5d3b03,04ef8592bf3497ce46875cbf1b9e017611e8fcd8bc2b38bd4764a67cca5d3b03
258,156,exact,1.0,052ea523996c6f963e0460c0bd3a89e8669128dae1fa546408b5af17908dcb46,052ea523996c6f963e0460c0bd3a89e8669128dae1fa546408b5af17908dcb46
259,464,exact,1.0,ce3c92a034bdf683a3bbcf7ae49685ef113d6102ccf3a80b33c4d496a06ab760,ce3c92a034bdf683a3bbcf7ae49685ef113d6102ccf3a80b33c4d496a06ab760
260,91,exact,1.0,fab7e8bc29431e2800ae49c02573b286bae5c258be4fb8eb327f4a95e81142de,fab7e8bc29431e2800ae49c02573b286bae5c258be4fb8eb327f4a95e81142de
261,83,exact,1.0,682b76493c22027b80feeb4593c93ddb43ab83271dc53d45b62939ee662220b8,682b76493c22027b80feeb4593c93ddb43ab83271dc53d45b62939ee662220b8
262,519,exact,1.0,0521305620e76a3a022f3b2b06ad801ed4bf1886365b072368e595952db42b80,0521305620e76a3a022f3b2b06ad801ed4bf1886365b072368e595952db42b80
263,128,exact,1.0,3138d7f242bfd61ea53c82550cd1750e7b5132e3c5d31d4c962e78a2365455dd,3138d7f242bfd61ea53c82550cd1750e7b5132e3c5d31d4c962e78a2365455dd
264,76,exact,1.0,6805503ecd339162fced1b3626f054341873005c4f80416606a974a63f34517b,6805503ecd339162fced1b3626f054341873005c4f80416606a974a63f34517b
265,351,exact,1.0,1fa3eb04ed2e7de36346904be624466aa899498c7706e175e88abf2d17f8527b,1fa3eb04ed2e7de36346904be624466aa899498c7706e175e88abf2d17f8527b
266,455,exact,1.0,161bd5b13f5b6007e8f58047a1825b79b8a3a88cc5f6c2d51e60552da6aa011d,161bd5b13f5b6007e8f58047a1825b79b8a3a88cc5f6c2d51e60552da6aa011d
267,115,exact,1.0,053ab6ef0f84d242e87a7e01bffc7bdc3918ee91f6ed50bf707335dea060f52d,053ab6ef0f84d242e87a7e01bffc7bdc3918ee91f6ed50bf707335dea060f52d
268,587,exact,1.0,be605be51115e8ce0ce5f32e3fdd53e56698faf9f4945c21b88a95f9d77d9deb,be605be51115e8ce0ce5f32e3fdd53e56698faf9f4945c21b88a95f9d77d9deb
269,474,exact,1.0,df1a0f2e8bfe94766ba1f976368160259fb6d6a6d1ab9307d4742a95c7d7c6f2,df1a0f2e8bfe94766ba1f976368160259fb6d6a6d1ab9307d4742a95c7d7c6f2
270,437,exact,1.0,f75205774ad4e7f7e074a58ab715a0869c225edbf1d3f422638fb416cb611de9,f75205774ad4e7f7e074a58ab715a0869c225edbf1d3f422638fb416cb611de9
271,77,exact,1.0,0d45032ccbb935721d15023108e204f68b77ed06299a97b081a0841e16c7a84f,0d45032ccbb935721d15023108e204f68b77ed06299a97b081a0841e16c7a84f
272,370,exact,1.0,1d093f708ac3bf60bbdf8b688d373a758c820d708ce48eed28972b554104e2ab,1d093f708ac3bf60bbdf8b688d373a758c820d708ce48eed28972b554104e2ab
273,43,exact,1.0,1a6e93650156e26acaa521a8a8615c25ce14d3fc4603f7e5656489384eb49cc3,1a6e93650156e26acaa521a8a8615c25ce14d3fc4603f7e5656489384eb49cc3
274,267,exact,1.0,1e4c52b6ab351cb13bd8ca4c9f57a8df1bc3920e154ef288bf07fc060eb71cea,1e4c52b6ab351cb13bd8ca4c9f57a8df1bc3920e154ef288bf07fc060eb71cea
275,186,exact,1.0,5655b6933df3b400e5180374a72cc6f68092d03bea32bcd169bf6471796e57ea,5655b6933df3b400e5180374a72cc6f68092d03bea32bcd169bf6471796e57ea
276,385,exact,1.0,ae31dfb71e2d9a1994c6ca4df4d5c5927b6e8ca402765d50293f2a035f3f2db1,ae31dfb71e2d9a1994c6ca4df4d5c5927b6e8ca402765d50293f2a035f3f2db1
277,358,exact,1.0,57f917b822f557d28b11585cc2844b7089112df4d85dbec0cb70266d24879dc9,57f917b822f557d28b11585cc2844b7089112df4d85dbec0cb70266d24879dc9
278,56,exact,1.0,7978c19b7d12b9867831b3af2f0fef8853c0df5eafd6b4284afab736726bef30,7978c19b7d12b9867831b3af2f0fef8853c0df5eafd6b4284afab736726bef30
279,391,exact,1.0,74065d857ca369e7af831f21d89e0af57add7042f696be737ea70f065d126edc,74065d857ca369e7af831f21d89e0af57add7042f696be737ea70f065d126edc
280,442,exact,1.0,e80174d930c5f6ecc181cf35e84effa6e28cc543301a885562926c62762d5578,e80174d930c5f6ecc181cf35e84effa6e28cc543301a885562926c62762d5578
281,399,exact,1.0,1b64bd8551b76116ed34c50475354407c9fe89fa734dc902389e852cd0897b51,1b64bd8551b76116ed34c50475354407c9fe89fa734dc902389e852cd0897b51
282,26,exact,1.0,1af301c9663c864405c7dd91b53b74f68740b329e412b41a664dc04c65444ffc,1af301c9663c864405c7dd91b53b74f68740b329e412b41a664dc04c65444ffc
283,20,exact,1.0,fe7a5d15448d475321a01c9111a74a5186dbe26047bd4b0bc7a51d720d08a362,fe7a5d15448d475321a01c9111a74a5186dbe26047bd4b0bc7a51d720d08a362
284,458,exact,1.0,88da91ac14b6a9504d41c6f8cfe10ef7c0fa8259435fa9c53ec41c6ba589523d,88da91ac14b6a9504d41c6f8cfe10ef7c0fa8259435fa9c53ec41c6ba589523d
285,292,exact,1.0,e94e76597daf0e84598e84922dbf1cfdb17286f6cf737097686c49f8def5d15a,e94e76597daf0e84598e84922dbf1cfdb17286f6cf737097686c49f8def5d15a
286,135,exact,1.0,08b6cd5357d2218dfb886158928092b0e71d6ec3ac86107e54ec397c7c449ebe,08b6cd5357d2218dfb886158928092b0e71d6ec3ac86107e54ec397c7c449ebe
287,486,exact,1.0,816e51eb3f8a20fc0e378a7ff3d02525ae65d1fe388b59320887c02aac776ead,816e51eb3f8a20fc0e378a7ff3d02525ae65d1fe388b59320887c02aac776ead
288,255,exact,1.0,08a94878a01af4c5e2abad69dcfa8560dba790bde0ba905a1c2ee4f8fd5be4e9,08a94878a01af4c5e2abad69dcfa8560dba790bde0ba905a1c2ee4f8fd5be4e9
